epoch,train_acc,val_acc,best_val,best_train,w_err,cos_o,epoch_time,cum_time
254,0.100000,,0.086500,0.103683,,,0.348,111.2
255,0.099867,,0.086500,0.103683,,,0.347,111.5
256,0.099700,,0.086500,0.103683,,,0.346,111.9
257,0.097917,,0.086500,0.103683,,,0.415,112.3
258,0.100167,,0.086500,0.103683,,,0.347,112.6
259,0.100717,,0.086500,0.103683,,,0.348,113.0
260,0.100617,,0.086500,0.103683,,,0.347,113.3
261,0.101033,,0.086500,0.103683,,,0.344,113.7
262,0.100983,,0.086500,0.103683,,,0.348,114.0
263,0.099233,,0.086500,0.103683,,,0.416,114.4
264,0.101617,,0.086500,0.103683,,,0.347,114.8
265,0.098617,,0.086500,0.103683,,,0.347,115.1
266,0.100283,,0.086500,0.103683,,,0.346,115.5
267,0.099350,,0.086500,0.103683,,,0.345,115.8
268,0.097683,,0.086500,0.103683,,,0.347,116.1
269,0.098950,,0.086500,0.103683,,,0.416,116.6
270,0.100417,,0.086500,0.103683,,,0.348,116.9
271,0.100950,,0.086500,0.103683,,,0.347,117.3
272,0.100917,,0.086500,0.103683,,,0.346,117.6
273,0.101633,,0.086500,0.103683,,,0.343,117.9
274,0.099650,,0.086500,0.103683,,,0.348,118.3
275,0.099833,,0.086500,0.103683,,,0.412,118.7
276,0.097300,,0.086500,0.103683,,,0.349,119.1
277,0.102467,,0.086500,0.103683,,,0.347,119.4
278,0.102283,,0.086500,0.103683,,,0.345,119.7
279,0.099217,,0.086500,0.103683,,,0.402,120.2
280,0.099667,,0.086500,0.103683,,,0.349,120.5
281,0.100050,,0.086500,0.103683,,,0.414,120.9
282,0.100700,,0.086500,0.103683,,,0.347,121.3
283,0.098117,,0.086500,0.103683,,,0.343,121.6
284,0.099717,,0.086500,0.103683,,,0.348,122.0
285,0.100550,,0.086500,0.103683,,,0.344,122.3
286,0.102017,,0.086500,0.103683,,,0.346,122.6
287,0.100300,,0.086500,0.103683,,,0.418,123.1
288,0.099067,,0.086500,0.103683,,,0.345,123.4
289,0.099933,,0.086500,0.103683,,,0.348,123.8
290,0.099700,,0.086500,0.103683,,,0.349,124.1
291,0.101983,,0.086500,0.103683,,,0.345,124.4
292,0.099983,,0.086500,0.103683,,,0.345,124.8
293,0.100900,,0.086500,0.103683,,,0.414,125.2
294,0.099667,,0.086500,0.103683,,,0.349,125.6
295,0.101650,,0.086500,0.103683,,,0.347,125.9
296,0.100783,,0.086500,0.103683,,,0.348,126.3
297,0.099967,,0.086500,0.103683,,,0.347,126.6
298,0.099100,,0.086500,0.103683,,,0.347,126.9
299,0.099367,,0.086500,0.103683,,,0.414,127.4
300,0.100750,,0.086500,0.103683,,,0.345,127.7
301,0.099183,,0.086500,0.103683,,,0.347,128.1
302,0.101100,,0.086500,0.103683,,,0.345,128.4
303,0.100317,,0.086500,0.103683,,,0.347,128.7
304,0.100467,,0.086500,0.103683,,,0.347,129.1
305,0.099450,,0.086500,0.103683,,,0.413,129.5
306,0.100733,,0.086500,0.103683,,,0.349,129.9
307,0.101033,,0.086500,0.103683,,,0.346,130.2
308,0.100550,,0.086500,0.103683,,,0.349,130.5
309,0.100567,,0.086500,0.103683,,,0.346,130.9
310,0.098017,,0.086500,0.103683,,,0.347,131.2
311,0.097833,,0.086500,0.103683,,,0.414,131.7
312,0.098500,,0.086500,0.103683,,,0.348,132.0
313,0.100033,,0.086500,0.103683,,,0.349,132.3
314,0.099600,,0.086500,0.103683,,,0.345,132.7
315,0.097950,,0.086500,0.103683,,,0.353,133.0
316,0.100000,,0.086500,0.103683,,,0.349,133.4
317,0.099700,,0.086500,0.103683,,,0.414,133.8
318,0.101117,,0.086500,0.103683,,,0.348,134.2
319,0.099417,,0.086500,0.103683,,,0.347,134.5
320,0.097900,,0.086500,0.103683,,,0.345,134.9
321,0.101367,,0.086500,0.103683,,,0.348,135.2
